,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
864,864,742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,70.0,61.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
865,865,743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,70.0,162.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
866,866,744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
867,867,744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
868,868,745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
869,869,745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
870,870,745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
871,871,746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,70.0,61.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
872,872,746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,60.0,70.0,217.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
873,873,747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,70.0,61.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
874,874,748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495.0,50.0,63.0,152.0,53.0,142.0,35.0,75.0,70.0,173.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
875,875,749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385.0,70.0,100.0,70.0,45.0,55.0,45.0,190.0,70.0,77.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
876,876,750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500.0,100.0,125.0,100.0,55.0,85.0,35.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
877,877,751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
878,878,752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454.0,68.0,70.0,92.0,50.0,132.0,42.0,100.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
879,879,753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250.0,40.0,55.0,35.0,50.0,35.0,35.0,190.0,70.0,50.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
880,880,754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480.0,70.0,105.0,90.0,80.0,90.0,45.0,75.0,70.0,168.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
881,881,755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285.0,40.0,35.0,55.0,65.0,75.0,15.0,190.0,70.0,57.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
882,882,756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405.0,60.0,45.0,80.0,90.0,100.0,30.0,75.0,70.0,142.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
883,883,757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320.0,48.0,44.0,40.0,71.0,40.0,77.0,120.0,70.0,64.0,Medium Fast,2,Dragon,Monster,87.5,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
884,884,758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480.0,68.0,64.0,60.0,111.0,60.0,117.0,45.0,70.0,168.0,Medium Fast,2,Dragon,Monster,0.0,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
885,885,759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340.0,70.0,75.0,50.0,45.0,50.0,50.0,140.0,70.0,68.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
886,886,760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,70.0,175.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
887,887,761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210.0,42.0,30.0,38.0,30.0,38.0,32.0,235.0,70.0,42.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
888,888,762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290.0,52.0,40.0,48.0,40.0,48.0,62.0,120.0,70.0,102.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
889,889,763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510.0,72.0,120.0,98.0,50.0,98.0,72.0,45.0,70.0,230.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
890,890,764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485.0,51.0,52.0,90.0,82.0,110.0,100.0,60.0,70.0,170.0,Fast,1,Grass,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
891,891,765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
892,892,766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490.0,100.0,120.0,90.0,40.0,60.0,80.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
893,893,767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230.0,25.0,35.0,40.0,20.0,30.0,80.0,90.0,70.0,46.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
894,894,768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530.0,75.0,125.0,140.0,60.0,90.0,40.0,45.0,70.0,186.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
895,895,769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,70.0,64.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
896,896,770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480.0,85.0,75.0,110.0,100.0,75.0,35.0,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
897,897,771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,70.0,144.0,Fast,1,Water 1,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
900,900,774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440.0,60.0,60.0,100.0,60.0,100.0,60.0,30.0,70.0,154.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
901,901,774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500.0,60.0,100.0,60.0,100.0,60.0,120.0,30.0,70.0,175.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
902,902,775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,45.0,70.0,168.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
903,903,776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
904,904,777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435.0,65.0,98.0,63.0,40.0,73.0,96.0,180.0,70.0,152.0,Medium Fast,2,Fairy,Field,50.0,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
905,905,778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476.0,55.0,90.0,80.0,50.0,105.0,96.0,45.0,70.0,167.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
906,906,779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475.0,68.0,105.0,70.0,70.0,70.0,92.0,80.0,70.0,166.0,Medium Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
907,907,780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
908,908,781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,70.0,181.0,Medium Fast,1,Mineral,,,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
909,909,782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300.0,45.0,55.0,65.0,45.0,45.0,45.0,45.0,70.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
910,910,783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420.0,55.0,75.0,90.0,65.0,70.0,65.0,45.0,70.0,147.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
911,911,784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600.0,75.0,110.0,125.0,100.0,105.0,85.0,45.0,70.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
940,940,810,Grookey,,,8,Normal,Chimp Pokémon,1,Grass,,0.3,5.0,2,Overgrow,,Grassy Surge,310.0,50.0,65.0,50.0,40.0,40.0,65.0,,,,Medium Slow,2,Field,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
941,941,811,Thwackey,,,8,Normal,Beat Pokémon,1,Grass,,0.7,14.0,2,Overgrow,,Grassy Surge,420.0,70.0,85.0,70.0,55.0,60.0,80.0,,,,Medium Slow,2,Field,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
942,942,812,Rillaboom,,,8,Normal,Drummer Pokémon,1,Grass,,2.1,90.0,2,Overgrow,,Grassy Surge,530.0,100.0,125.0,90.0,60.0,70.0,85.0,,,,Medium Slow,2,Field,Grass,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
943,943,813,Scorbunny,,,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310.0,50.0,71.0,40.0,40.0,40.0,69.0,,,,Medium Slow,2,Field,Human-Like,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
944,944,814,Raboot,,,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9.0,2,Blaze,,Libero,420.0,65.0,86.0,60.0,55.0,60.0,94.0,,,,Medium Slow,2,Field,Human-Like,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
945,945,815,Cinderace,,,8,Normal,Striker Pokémon,1,Fire,,1.4,33.0,2,Blaze,,Libero,530.0,80.0,116.0,75.0,65.0,75.0,119.0,,,,Medium Slow,2,Field,Human-Like,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
946,946,816,Sobble,,,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4.0,2,Torrent,,Sniper,310.0,50.0,40.0,40.0,70.0,40.0,70.0,,,,Medium Slow,2,Field,Water 1,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
947,947,817,Drizzile,,,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420.0,65.0,60.0,55.0,95.0,55.0,90.0,,,,Medium Slow,2,Field,Water 1,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
948,948,818,Inteleon,,,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530.0,70.0,85.0,65.0,125.0,65.0,120.0,,,,Medium Slow,2,Field,Water 1,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
949,949,819,Skwovet,,,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275.0,70.0,55.0,55.0,35.0,35.0,25.0,,,,Medium Fast,1,Field,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
950,950,820,Greedent,,,8,Normal,Greedy Pokémon,1,Normal,,0.6,6.0,2,Cheek Pouch,,Gluttony,460.0,120.0,95.0,95.0,55.0,75.0,20.0,,,,Medium Fast,1,Field,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
951,951,821,Rookidee,,,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245.0,38.0,47.0,35.0,33.0,35.0,57.0,,,,Medium Slow,1,Flying,,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
952,952,822,Corvisquire,,,8,Normal,Raven Pokémon,1,Flying,,0.8,16.0,3,Keen Eye,Unnerve,Big Pecks,365.0,68.0,67.0,55.0,43.0,55.0,77.0,,,,Medium Slow,1,Flying,,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
953,953,823,Corviknight,,,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75.0,3,Pressure,Unnerve,Mirror Armor,495.0,98.0,87.0,105.0,53.0,85.0,67.0,,,,Medium Slow,1,Flying,,,15.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
954,954,824,Blipbug,,,8,Normal,Larva Pokémon,1,Bug,,0.4,8.0,3,Swarm,Compound Eyes,Telepathy,180.0,25.0,20.0,20.0,25.0,45.0,45.0,,,,Medium Fast,1,Bug,,,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
955,955,825,Dottler,,,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335.0,50.0,35.0,80.0,50.0,90.0,30.0,,,,Medium Fast,1,Bug,,,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
956,956,826,Orbeetle,,,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505.0,60.0,45.0,110.0,80.0,120.0,90.0,,,,Medium Fast,1,Bug,,,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
957,957,827,Nickit,,,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245.0,40.0,28.0,28.0,47.0,52.0,50.0,,,,Fast,1,Field,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
958,958,828,Thievul,,,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455.0,70.0,58.0,58.0,87.0,92.0,90.0,,,,Fast,1,Field,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
